"Id","Label"
"ou_1753312","Plant Molecular Chaperone Networks and Stress"
"ou_1950285","Plant Proteomics"
"ou_1753311","Plant Signalling"
"ou_1753348","Plant-Environment Interactions"
"ou_1753317","Plant-Microbe Interactions"
"ou_1856324","Plasma Diagnostics Group (HUB)"
"ou_1856327","Plasma Edge and Wall (E2M)"
"ou_1214551","Politik und politische Ökonomie"
"ou_1856345","Politische Ökonomie der europäischen Integration"
"ou_2489691","Politische Ökonomie von Wachstumsmodellen"
"ou_2579694","Population genetics of human communication"
"ou_1738152","Portable Energy Systems"
"ou_1863345","Precipitation and Kinetics"
"ou_3014188","Precision Gene Control (Denes Hnisz)"
"ou_1445582","Precision Mechanics"
"ou_2149642","Preclinical Research Centre"
"ou_1214552","Problemlösungsfähigkeit der Mehrebenenpolitik in Europa"
"ou_1738153","Process Synthesis and Process Dynamics"
"ou_1738151","Process Systems Engineering"
"ou_907545","Prof. Bogdan Povh"
"ou_907546","Prof. Dirk Schwalm"
"ou_907547","Prof. Hans A. Weidenmüller"
"ou_907548","Prof. Heinrich J. Völk"
"ou_907549","Prof. Hugo Fechtig"
"ou_907550","Prof. Konrad Mauersberger"
"ou_40045","Programming Logics"
"ou_3034885","Project Group Biophysics of Cell Motility"
"ou_3034884","Project Group Biophysics of Ion Channels"
"ou_907580","Project Group Legal Pluralism"
"ou_3034886","Project Group Physiology of Ion Channels"
"ou_2074324","Project Group for Laser Research"
"ou_2528704","Project group: Autonomous Robotics & Human-Machine Systems"
"ou_2528703","Project group: Cognition & Control in Human-Machine Systems"
"ou_2528702","Project group: Cognitive Engineering"
"ou_2528701","Project group: Cybernetics Approach to Perception & Action"
"ou_2528705","Project group: Motion Perception & Simulation"
"ou_2528708","Project group: Perception & Action in Virtual Environments"
"ou_2528707","Project group: Recognition & Categorization"
"ou_2528706","Project group: Social & Spatial Cognition"
"ou_1214553","Projektbereiche vor 1997"
"ou_1214554","Projekte von Gastwissenschaftlern und Postdoc-Stipendiaten"
"ou_1497735","Protein Cristallography XDS"
"ou_2461708","Proteomics (Scientific Service Group)"
"ou_792545","Psychology of Language Department"
"ou_830552","Public Economics"
"ou_3049160","Public Relations Office"
"ou_3053334","Public Security Law"
"ou_2253649","Pulsar Observation and Data Analysis"
"ou_1856326","Quality Management (QM)"
"ou_1497777","Quantitative Ecosystem Ecology, Dr. C. Sierra"
"ou_1497736","Quantitative Neurobiology"
"ou_3014184","Quantitative RNA Biology (Tugce Aktas)"
"ou_1938293","Quantum Condensed Matter Dynamics"
"ou_1445569","Quantum Dynamics"
"ou_24014","Quantum Gravity & Unified Theories"
"ou_1445570","Quantum Many Body Systems"
"ou_2364708","Quantum Radiation"
"ou_1445578","Quantum Simulations"
"ou_2040301","RG Clinical Neuroendocrinology"
"ou_3008285","RG Genomics of Complex Diseases"
"ou_2040304","RG Historical Research"
"ou_2040303","RG Inflammatory Disorders of the CNS"
"ou_2040293","RG Molecular Neurogenetics"
"ou_2040298","RG Molecular Psychology"
"ou_2040300","RG Molecular Psychotraumatology"
"ou_2040295","RG Neuronal Plasticity"
"ou_2040287","RG Proteomics and Biomarkers"
"ou_2040299","RG Psychiatric Pharmacogenetics"
"ou_2040302","RG Sleep Endocrinology"
"ou_2040288","RG Statistical Genetics"
"ou_2040294","RG Stress Resilience"
"ou_2117285","RNA Bioinformatics (Annalisa Marsico)"
"ou_2149684","Radolfzell"
"ou_1497737","Rainer Friedrich Group"
"ou_1607140","Rainer Rupprecht (Max-Planck Fellow)"
"ou_1863370","Rapid Solidification Technology"
"ou_1863420","Raul Cardoso"
"ou_1214555","Regimewettbewerb und Integration in den industriellen Beziehungen"
"ou_1497788","Regional Scale Modelling of Atmospheric Trace Gases, Dr. U. Karstens"
"ou_2205653","Regulation of Photosynthesis"
"ou_1753332","Regulatory Networks"
"ou_2117286","Regulatory Networks in Stem Cells (Edda Schulz)"
"ou_1863436","Reiner Ramlau"
"ou_1863313","Reinhard Miller"
"ou_1863501","Reinhard Miller"
"ou_1856330","Relativistic Plasmas"
"ou_1116554","Religious Diversity"
"ou_2068301","Resaerch Group of Synaptic Nanophysiology"
"ou_2344700","Research Associates"
"ou_2266711","Research Coordination"
"ou_3023871","Research Department DeBeer"
"ou_1445583","Research Department Fink"
"ou_1445584","Research Department Fürstner"
"ou_3023872","Research Department Leitner"
"ou_1445585","Research Department List"
"ou_3023873","Research Department Lubitz"
"ou_1445586","Research Department Maier"
"ou_3023886","Research Department Neese"
"ou_2541710","Research Department Neese"
"ou_1445587","Research Department Pfalz"
"ou_1445588","Research Department Reetz"
"ou_2040308","Research Department Ritter"
"ou_3023874","Research Department Schlögl"
"ou_1445589","Research Department Schüth"
"ou_1445590","Research Department Thiel"
"ou_3023875","Research Department Wieghardt"
"ou_1445591","Research Department Wilke"
"ou_2541692","Research Group Ageing in a Time of Mobility"
"ou_1445592","Research Group Alcarazo"
"ou_1445593","Research Group Angermund"
"ou_2541704","Research Group Atanasov"
"ou_2541705","Research Group Auer"
"ou_1445594","Research Group Barbatti"
"ou_3148649","Research Group Bartscherer / Stem Cells and Regeneration"
"ou_3166774","Research Group Bedzhov / Embryonic Self-Organization"
"ou_1445595","Research Group Belder"
"ou_1445596","Research Group Binger"
"ou_1497758","Research Group Bioathmospheric Chemistry, Dr. E. Holland"
"ou_2466695","Research Group Biochemistry of Signal Dynamics"
"ou_1497759","Research Group Biodiversity Ecosystem, Dr. N. Buchmann"
"ou_1497760","Research Group Biogeochemical Model-data Integration, Dr. M. Reichstein"
"ou_1445644","Research Group Bioinformatics"
"ou_2063288","Research Group Biomedical Physics"
"ou_1497761","Research Group Biospheric Theory and Modelling, Dr. A. Kleidon"
"ou_421898","Research Group Biosynthesis / NMR"
"ou_2541703","Research Group Bistoni"
"ou_1445597","Research Group Blackmond"
"ou_1445598","Research Group Bogdanović"
"ou_1445599","Research Group Bradley"
"ou_1445600","Research Group Bönnemann"
"ou_1445601","Research Group Bühl"
"ou_3148650","Research Group Cantz / Stem Cell Biology / REBIRTH"
"ou_1497762","Research Group Carbon-Change Atmosphere, Dr. J. Lloyd"
"ou_2063296","Research Group Clusterdynamik"
"ou_1497804","Research Group Cognitive Neuroimaging"
"ou_1445642","Research Group Community Dynamics"
"ou_3024247","Research Group Computational Auditory Perception"
"ou_1497805","Research Group Computational Vision and Neuroscience"
"ou_2466693","Research Group Cornellà"
"ou_1433557","Research Group Development & Disease (Head: Stefan Mundlos)"
"ou_634569","Research Group Differential Behavior Genetics"
"ou_543545","Research Group Dr. A. Burse, Chemical Defense of Leaf Beetles"
"ou_2063315","Research Group Dr. A. Hammerbacher, Plant Pathogen Interactions"
"ou_421907","Research Group Dr. A. Mithöfer, Plant Defense Physiology"
"ou_543548","Research Group Dr. A. Reinecke, Arthropod Infochemistry"
"ou_543546","Research Group Dr. A. Schmidt, Conifer Defense"
"ou_421918","Research Group Dr. A. T. Groot, Population Genetics"
"ou_421908","Research Group Dr. D. Spiteller, Microbial Chemical Ecology"
"ou_421916","Research Group Dr. D. Wicher, Neurophysiology of Olfaction"
"ou_421904","Research Group Dr. E. Gaquerel, Metabolomics of N. attenuata’s ecological interactions"
"ou_543547","Research Group Dr. E. Grosse-Wilde, Olfactory Genes"
"ou_1933291","Research Group Dr. F. Beran, Detoxification in Insects"
"ou_421919","Research Group Dr. F. R. Badenes-Pérez, Ecology of Host Adaptation"
"ou_421901","Research Group Dr. G. Bonaventure, N. attenuata - insect interactions: early cellular events"
"ou_421911","Research Group Dr. G. Kunert, Chemical Communication in Plant-Aphid-Interactions"
"ou_421920","Research Group Dr. H. Vogel, Genomics"
"ou_421902","Research Group Dr. I. Galis, Transcription factors mediating N. attenuata’s ecological interactions"
"ou_421910","Research Group Dr. J. D'Auria, Biochemistry and Evolution of Tropane Alkaloid Biosynthesis"
"ou_421903","Research Group Dr. J. Wu, Post-translational modification mediating N. attenuata’s ecological interactions"
"ou_421905","Research Group Dr. K. Groten, N. attenuata - arbuscular mycorrhizae interactions"
"ou_421909","Research Group Dr. L. Ping, Entomogenous Microbiology"
"ou_421913","Research Group Dr. M. Knaden, Insect Behavior"
"ou_421915","Research Group Dr. M. Stensmyr, Molecular Biology of Olfaction"
"ou_543549","Research Group Dr. S. Olsson, iCHEM"
"ou_421912","Research Group Dr. S. Unsicker, Chemical Ecology of Trees"
"ou_929545","Research Group Dr. T. Köllner, Volatile Biosynthesis"
"ou_421917","Research Group Dr. Y. Pauchet, Molecular Biology of the Insect Digestive System"
"ou_3016582","Research Group Dynamics of Microbial Collectives"
"ou_578550","Research Group Electrochemistry and Reaction Kinetics in Solution"
"ou_2301695","Research Group Empires of Memory"
"ou_1445645","Research Group Evolutionary Genetics of Fishes"
"ou_3027887","Research Group Felderhoff"
"ou_1445602","Research Group Glorius"
"ou_1445603","Research Group Goossen"
"ou_3148651","Research Group Greber / Human Stem Cell Pluripotency Laboratory"
"ou_1445604","Research Group Haenel"
"ou_1445605","Research Group Hecht"
"ou_2541712","Research Group Helmich-Paris"
"ou_3148652","Research Group Herzog / Angiogenesis Laboratory"
"ou_1950292","Research Group Heyden"
"ou_3148653","Research Group Hiiragi / Mammalian Development Laboratory"
"ou_3006892","Research Group Histories of Music, Mind, and Body"
"ou_634562","Research Group Infant Cognition and Action"
"ou_2541707","Research Group Izsák"
"ou_1445606","Research Group Jonas"
"ou_1445607","Research Group Kaskel"
"ou_3148656","Research Group Kiefer / Mammalian Cell Signaling Laboratory"
"ou_1445608","Research Group Klußmann"
"ou_2074297","Research Group Lack of Training"
"ou_3148657","Research Group Leidel / RNA Biology Laboratory"
"ou_1445609","Research Group Leitich"
"ou_1445610","Research Group Leitner"
"ou_2528691","Research Group MR Neuroimaging Agents"
"ou_2528692","Research Group MR Spectroscopy and Ultra-High Field Methodology"
"ou_1445611","Research Group Maier"
"ou_2541709","Research Group Manganas"
"ou_1445612","Research Group Marlow"
"ou_1445613","Research Group Martin"
"ou_421899","Research Group Mass Spectrometry"
"ou_1445614","Research Group Maulide"
"ou_2355693","Research Group Meiotic Recombination and Genome Instability"
"ou_2253646","Research Group Microbial Evolutionary Dynamics"
"ou_2497692","Research Group Microbial Molecular Evolution"
"ou_2068287","Research Group Molecular Systems Evolution"
"ou_634570","Research Group Moral Development"
"ou_2040309","Research Group Morandi"
"ou_2344693","Research Group Movement Generation and Control"
"ou_1497806","Research Group Multisensory Perception and Action"
"ou_3023876","Research Group Nanobased Heterogeneous Catalysts"
"ou_1497807","Research Group Neural Population Imaging"
"ou_3177420","Research Group Neural and Environmental Rhythms"
"ou_2528694","Research Group Neuronal Convergence"
"ou_1497763","Research Group Organic Paleo-Biogeochemistry, Dr. C. Hallmann"
"ou_1497764","Research Group Organismic Biogeochemistry, Dr. C. Wirth"
"ou_1497765","Research Group Paleo-Climatology, Dr. S. P. Harrison"
"ou_1445615","Research Group Palkovits"
"ou_2541711","Research Group Pantazis"
"ou_1445643","Research Group Parasitology"
"ou_2173686","Research Group Physical Biochemistry"
"ou_1497808","Research Group Physiology of Sensory Integration"
"ou_3022756","Research Group Plant Defense Physiology, Dr. Axel Mithöfer"
"ou_1445646","Research Group Population Genetics"
"ou_2243639","Research Group Prieto"
"ou_3166785","Research Group Primate Behavioural Ecology"
"ou_1497738","Research Group Prof. Dr. Geider"
"ou_1497739","Research Group Prof. Dr. Haeberlen"
"ou_1445616","Research Group Pörschke"
"ou_1445617","Research Group Rinaldi"
"ou_3018043","Research Group Roemelt"
"ou_1445618","Research Group Schmidt"
"ou_1445619","Research Group Schrader"
"ou_634571","Research Group Sensorimotor Coordination"
"ou_1497809","Research Group Sensorimotor Learning and Decision-Making"
"ou_3148658","Research Group Siekmann / Laboratory for Cardiovascular Patterning"
"ou_1565178","Research Group Smart Nanoplasmonics for Biology and Chemistry"
"ou_3025667","Research Group Social Stress and Family Health"
"ou_2528693","Research Group Space and Body Perception"
"ou_2640692","Research Group Stochastic Evolutionary Dynamics"
"ou_3148659","Research Group Storkebaum / Molecular Neurogenetics Laboratory"
"ou_2035286","Research Group Structural Systems Biology"
"ou_3168483","Research Group Systems Neuroscience & Neuroengineering"
"ou_1950289","Research Group Sánchez-García"
"ou_2355692","Research Group Theoretical Models of Eco-Evolutionary Dynamics"
"ou_2063289","Research Group Theoretical Neurophysics"
"ou_2528695","Research Group Translational Neuroimaging and Neural Control"
"ou_1445620","Research Group Trapp"
"ou_3148660","Research Group Trappmann / Bioactive Materials Laboratory"
"ou_2466692","Research Group Tredwell"
"ou_1950290","Research Group Tüysüz"
"ou_3148661","Research Group Vaquerizas / Regulatory Genomics"
"ou_1445621","Research Group Veser"
"ou_1950291","Research Group Weidenthaler"
"ou_2541706","Research Group Wennmohs"
"ou_2541708","Research Group Ye"
"ou_3148662","Research Group Zarbock / Leukocyte Adhesion Laboratory"
"ou_2243645","Research Group and Chair of Molecular Immunology of the University of Freiburg"
"ou_2481698","Research Group for Microbial Genomics & Bioinformatics"
"ou_2481694","Research Group for Microbial Physiology"
"ou_1863332","Research Group nano.AR"
"ou_578577","Research Group of 3D Electron Cryo-Microscopy"
"ou_578581","Research Group of Activity-Dependent and Developmental Plasticity at the Calyx of Held"
"ou_1933285","Research Group of Autophagy"
"ou_578613","Research Group of Bioanalytical Mass Spectrometry"
"ou_578602","Research Group of Biological Micro- and Nanotechnology"
"ou_578633","Research Group of Biomedical NMR"
"ou_578610","Research Group of Biomolecular Dynamics"
"ou_578565","Research Group of Biomolecular Spectroscopy and Single-Molecule Detection"
"ou_578553","Research Group of Biomolecular and Chemical Dynamics"
"ou_578546","Research Group of Biophysics and Thermodynamics of Membranes"
"ou_578583","Research Group of Biophysics of Synaptic Transmission"
"ou_578560","Research Group of Cellular Neurobiology"
"ou_578557","Research Group of Cellular Neurophysiology"
"ou_578559","Research Group of Cellular Physiology"
"ou_578604","Research Group of Chromatin Biochemistry"
"ou_3054977","Research Group of Cognitive and Cultural Ecology"
"ou_578556","Research Group of Combinatorical Biochemistry"
"ou_1933286","Research Group of Computational Biology"
"ou_578573","Research Group of Computational Biomolecular Dynamics"
"ou_2640691","Research Group of Cytoskeletal Dynamics in Oocytes"
"ou_578586","Research Group of Developmental Biology"
"ou_578563","Research Group of Electron Microscopy"
"ou_578606","Research Group of Electron Paramagnetic Resonance"
"ou_578612","Research Group of Enzyme Biochemistry"
"ou_578554","Research Group of Experimental Biophysics"
"ou_578608","Research Group of Gene Expression and Signaling"
"ou_578603","Research Group of Germ Cell Development"
"ou_578626","Research Group of High Resolution Optical Microscopy"
"ou_578609","Research Group of Laser Chemical Processing"
"ou_578572","Research Group of Liquid NMR Spectroscopy"
"ou_2035293","Research Group of Macromolecular Crystallography"
"ou_2396692","Research Group of Mathematical Biophysics"
"ou_2068300","Research Group of Membrane Protein Biochemistry"
"ou_2149675","Research Group of Membrane Protein Biochemistry"
"ou_578597","Research Group of Membrane Transport in Yeast"
"ou_578580","Research Group of Microscopy of Synaptic Transmission"
"ou_578566","Research Group of Mitochondrial Structure and Dynamics"
"ou_578588","Research Group of Molecular Cell Differentiation"
"ou_578593","Research Group of Molecular Cell Dynamics"
"ou_578587","Research Group of Molecular Developmental Neurobiology"
"ou_578584","Research Group of Molecular Mechanisms of the Exocytosis"
"ou_578561","Research Group of Molecular Neurobiology of Signal Transduction"
"ou_578548","Research Group of Molecular Organized Systems"
"ou_578591","Research Group of Molecular Organogenesis"
"ou_578592","Research Group of Molecular Physiology"
"ou_2396691","Research Group of NMR Signal Enhancement"
"ou_1832294","Research Group of Nanoscale Cell Biology"
"ou_1113579","Research Group of Nanoscale Spin Imaging"
"ou_578575","Research Group of Nuclear Architecture"
"ou_578605","Research Group of Nucleic Acid Chemistry"
"ou_578562","Research Group of Phospholipids"
"ou_2149674","Research Group of Precision Infrared Spectroscopy on Small Molecules"
"ou_578571","Research Group of Protein Structure Determination using NMR"
"ou_1933287","Research Group of Protein Trafficking in Synaptic Development and Function"
"ou_2205639","Research Group of Quantitative and Computational Biology"
"ou_2466694","Research Group of Quantitative and System Biology"
"ou_578611","Research Group of RNA Replication"
"ou_578601","Research Group of Reaction Dynamics"
"ou_578599","Research Group of Ribosome Dynamics"
"ou_578607","Research Group of Sleep and Waking"
"ou_persistent35","Research Group of Solid-State NMR"
"ou_578569","Research Group of Solid-State NMR Spectroscopy-1"
"ou_2396693","Research Group of Solid-State NMR Spectroscopy-2"
"ou_1950286","Research Group of Solid-State NMR-2"
"ou_1113580","Research Group of Statistical Inverse Problems in Biophysics"
"ou_578596","Research Group of Structural Biochemistry"
"ou_578564","Research Group of Structural Dynamics of (Bio)Chemical Systems"
"ou_578582","Research Group of Synaptic Dynamics and Modulation"
"ou_2205655","Research Group of Synaptic Nanophysiology"
"ou_578570","Research Group of Systems Biology of Motor Proteins"
"ou_904558","Research Group of T. Röckmann"
"ou_578630","Research Group of Theoretical Molecular Biophysics"
"ou_578578","Research Group of X-Ray Crystallography"
"ou_578594","Research Group on Circadian Rythms"
"ou_2541713","Research Group van Gastel"
"ou_1113561","Research Group: Dendrite Differentiation / Tavosanis"
"ou_1950284","Research Group: Enzymes and Inhibitors in Chronic Lung Disease / Jenne"
"ou_3060199","Research Group: Molecular Neurodegeneration / Dudanova"
"ou_3060203","Research Group: Neurogenomics / Mayer"
"ou_1113562","Research Group: Neuronal Specificity / Götz"
"ou_1113563","Research Group: Signal Transduction / Acker-Palmer"
"ou_1128547","Research Group: Structure of Neocortical Circuits / Helmstaedter"
"ou_1113560","Research Group: Tools for Bio-Imaging / Griesbeck"
"ou_2364713","Research Groups"
"ou_904554","Research Groups"
"ou_2149665","Research Groups"
"ou_1942289","Research Groups"
"ou_2266706","Research Library"
"ou_1497740","Retinal Signal Processing"
"ou_2266710","Rheinberger Emeritus Group"
"ou_1433558","Ribosomes"
"ou_1863295","Richard Weinkamer"
"ou_1497741","Rolf Sprengel Group"
"ou_1863421","Roman Gumeniuk"
"ou_2364721","Russell Division"
"ou_2411691","Ryan Guterman"
"ou_1863437","Rüdiger Kniep"
"ou_2364722","Sandoghdar Division"
"ou_1826293","Satellite Remote Sensing"
"ou_1497789","Satellite-based Remote Sensing of Greenhouse Gases, Dr. J. Marshall"
"ou_2364695","Schmauß Group"
"ou_1565167","Schmidt-Supprian, Marc / Molecular Immunology and Signaltransduction"
"ou_1565168","Schnorrer, Frank / Muscle Dynamics"
"ou_2466699","Schulman, Brenda / Molecular Machines and Signaling"
"ou_1565169","Schwille, Petra / Cellular and Molecular Biophysics"
"ou_2461709","Scientific Computing (Scientific Service Group)"
"ou_2129635","Scientific Computing Lab (ScLab)"
"ou_1497766","Scientific Computing, B. Smolny"
"ou_1479647","Scientific Service (Head: Christoph Krukenkamp)"
"ou_1565170","Scientific Service Groups"
"ou_2074321","Scientific Service Units"
"ou_2421698","Scientific Services"
"ou_2149669","Scientific Services and Development"
"ou_1497668","Scientific Staff Assembly Dual Beam"
"ou_2630691","Searching for Continuous Gravitational Waves"
"ou_2149687","Seewiesen"
"ou_2074330","Selenium and Genome Annotation"
"ou_1479670","Sequencing (Head: Bernd Timmermann)"
"ou_1863438","Sergiy Medvediev"
"ou_3148663","Service / BioOptics"
"ou_3148666","Service / Bioanalytical Mass Spectrometry"
"ou_3148664","Service / Electron Microscopy"
"ou_3148665","Service / Flow Cytometry"
"ou_1445622","Service Department Benn (NMR)"
"ou_1445623","Service Department Farès (NMR)"
"ou_1445624","Service Department Krüger (XRAY)"
"ou_1445625","Service Department Lehmann (EMR)"
"ou_1445626","Service Department Leitner (Technical Labs)"
"ou_1445627","Service Department Mynott (NMR)"
"ou_1445628","Service Department Schomburg (GC)"
"ou_1445629","Service Department Schrader (MS)"
"ou_1445630","Service Department Schulze (GC, HPLC)"
"ou_1445631","Service Department Tesche (EM)"
"ou_1445632","Service Department Theyssen (Technical Labs)"
"ou_1445633","Service Department Ziegler (IT)"
"ou_1497767","Service Facility 14C Lab, Dr. A. Steinhof"
"ou_1497768","Service Facility 14C Lab, Dr. Geert van Klinken"
"ou_1497769","Service Facility Field Measurements & Instrumentation, O. Kolle"
"ou_2068298","Service Facility Gas Analytical Laboratory, Dr. A. Jordan"
"ou_1497770","Service Facility Routine Measurements and Analysis (RoMA), I. Hilke"
"ou_1497771","Service Facility Spectrometry, Dr. M. Raessler"
"ou_1497772","Service Facility Stable Isotope, Dr. H. Moossen"
"ou_907581","Siberian Studies Centre"
"ou_55228","Sign Language Typology"
"ou_1479646","Signal Transduction in Mental Retardation and Pain (Tim Hucho)"
"ou_1753330","Signalling Proteomics"
"ou_1863439","Siham Ouardi"
"ou_2364718","Silberhorn Research Group"
"ou_1863473","Silvia Seiro"
"ou_1863458","Simone Altendorf"
"ou_3164411","Singh Research Group"
"ou_2173644","Single Cell Genomics"
"ou_2591708","Small Animal Magnetic Resonance Imaging"
"ou_1753340","Small Molecules"
"ou_2586692","Small-Molecule Signalling"
"ou_1116555","Socio-Cultural Diversity"
"ou_2253651","Sofja Kovalevskaja Group"
"ou_1938308","Soil Processes, Dr. Marion Schrumpf"
"ou_1497776","Soil and Ecosystem Processes, Dr. M. Schrumpf"
"ou_1497774","Soil and Ecosystem Processes, Dr. M. Schrumpf"
"ou_2173669","Somatosensory signaling and Systems Biology Group"
"ou_1753294","Sonstige Wissenschaftliche Organisationseinheiten"
"ou_1214556","Soziologie des Marktes"
"ou_3035385","Soziologie öffentlicher Finanzen und Schulden"
"ou_55229","Space"
"ou_2243655","Spemann Laboratory"
"ou_1863440","Stanislav Chadov"
"ou_1116553","Static Analysis"
"ou_3171479","Statistical Service, Dr. Grit Kunert"
"ou_1863459","Stefano Agrestini"
"ou_1863460","Steffen Wirth"
"ou_159882","Stellar Astrophysics"
"ou_159885","Stellar Evolution"
"ou_2040306","Stellarator Dynamics and Transport (E5)"
"ou_1856286","Stellarator Edge and Divertor Physics (E4)"
"ou_2040305","Stellarator Heating and Optimisation (E3)"
"ou_1856329","Stellarator Optimisation (E3)"
"ou_1856285","Stellarator Scenario Development (E5)"
"ou_1856331","Stellarator System Studies"
"ou_1856287","Stellarator Theory (ST)"
"ou_3014185","Stem Cell Chromatin (Aydan Bulut-Karslioglu)"
"ou_1942301","Stewart – Mitochondrial Mutations and Genome Co-evolution"
"ou_3164412","Stiller Research Group"
"ou_1753336","Storage Carbohydrate Metabolism"
"ou_1565171","Storchova, Zuzana / Maintenance of Genome Stability"
"ou_2129639","Strategic IT Partnerships (SIP)"
"ou_2435691","Stress Control Networks"
"ou_2205646","Structural Biology of Elemental Cycles"
"ou_1863398","Structure and Nano-/ Micromechanics of Materials"
"ou_1497742","Structure of neocortical circuits"
"ou_1856288","Surface Science (OP)"
"ou_3158261","Svitlana Filonenko"
"ou_3166089","Sylvain Rat"
"ou_2461710","Synaptic Plasticity Department"
"ou_1497743","Synaptic Plasticity and Behaviour"
"ou_1497744","Synaptic Transmission"
"ou_1497745","Synaptic Transmission MNTB"
"ou_1863366","Synchrotron and Neutron Methods"
"ou_63282","Syntax, Typology, and Information Structure"
"ou_1863403","Synthesis of Nanostructured Materials"
"ou_1753349","System Integration"
"ou_1753327","System Regulation"
"ou_1738155","Systems Biology"
"ou_1479656","Systems Biology (Christoph Wierling)"
"ou_1797285","Systems Metabolomics"
"ou_1738154","Systems and Control Theory"
"ou_2035297","Systems and Synthetic Metabolism"
"ou_1497793","TRY: Global Initiative on Plant Traits, Dr. J. Kattge"
"ou_1497778","TRY: Global Initiative on Plant Traits, Dr. J. Kattge"
"ou_1497786","Tall Tower Atmospheric Gas Measurements, Dr. J. Lavrič"
"ou_55220","Technical Group"
"ou_1856320","Technical Services (TD)"
"ou_1856319","Technique"
"ou_1856318","Technology (TE)"
"ou_1479657","Technology Development (Alexey Soldatov)"
"ou_2364723","Technology Development and Service Units"
"ou_1497792","Terrestrial Biosphere"
"ou_1497787","Terrestrial Biosphere Modelling & Data assimilation, Dr. S. Zähle"
"ou_1938309","Terrestrial Biosphere Modelling, Dr. Sönke Zähle"
"ou_2040284","Terrestrial Ecosystem Modelling, Dr. Christian Beer"
"ou_2516691","Terrestrial Palaeoclimates"
"ou_1942296","Tessarz –"
"ou_913550","The Atmosphere in the Earth System"
"ou_55230","The Comparative Study of L2 Acquisition"
"ou_2579693","The Cultural Brain"
"ou_1497687","The Cuvette Centrale as reservoir of medicinal plants"
"ou_55231","The Dynamics of Learner Varieties"
"ou_55218","The Dynamics of Multilingual Processing"
"ou_913551","The Land in the Earth System"
"ou_530892","The Language Archive"
"ou_1497688","The Leipzig School of Human Origins (IMPRS)"
"ou_2074303","The Minerva Research Group for Bioinformatics"
"ou_2301700","The Mint"
"ou_55232","The Neurobiology of Language"
"ou_913552","The Ocean in the Earth System"
"ou_634572","The Prior Institutes"
"ou_55233","The Role of Finiteness"
"ou_907568","Theoretical Astrophysics (F. Aharonian, J. Kirk)"
"ou_1753351","Theoretical Cosmology"
"ou_2074326","Theoretical Ecosystem Ecology Group, Dr. Carlos Sierra"
"ou_24015","Theoretical Gravitational Wave Physics"
"ou_2173674","Theoretical neuroscience"
"ou_1863289","Theorie & Bio-Systeme"
"ou_1214557","Theorien und Methoden"
"ou_1856323","Theory"
"ou_1445571","Theory"
"ou_634547","Theory"
"ou_2149677","Theory 2"
"ou_1856322","Theory 3"
"ou_2074320","Theory Department"
"ou_2266715","Theory Group"
"ou_159894","Theory and Complex Plasmas"
"ou_1863392","Theory and Simulation"
"ou_1863393","Theory and Simulation of Complex Fluids"
"ou_2074318","Theory of Complex Materials"
"ou_1938296","Theory of Correlated Systems out of Equilibrium"
"ou_2461711","Theory of neural dynamics Group"
"ou_907555","Thomas Pfeifer - Independent Junior Research Group"
"ou_1863330","Thomas Weikl"
"ou_1863322","Tim Fellinger"
"ou_1856308","Tokamak Edge and Divertor Physics (E2)"
"ou_1856321","Tokamak Scenario Development (E1)"
"ou_1856309","Tokamak Theory (TOK)"
"ou_2288691","Tom Robinson"
"ou_1753306","Transcript Profiling"
"ou_1753316","Transcription Factors and Gene Regulatory Networks"
"ou_1479663","Transgene Unit (Head: Lars Wittler)"
"ou_2559694","Translational Molecular Imaging"
"ou_2149668","Translational Neurocircuitry"
"ou_2324691","Translational Regulation in Plants"
"ou_2173658","Translational molecular imaging"
"ou_2054288","Transnationale Diffusion von Innovationen"
"ou_1933289","Transnationale Soziologie der Diffusion"
"ou_1497779","Tree Assimilation and Carbon Allocation, Dr. N. Kunert"
"ou_1497781","Tree Mortality Mechanisms, Dr. H. Hartmann"
"ou_1497780","Tree Reserve Carbon Pools, Dr. J. Muhr"
"ou_3001853","Tropical Cloud Observations"
"ou_159887","Type Ia Supernova Explosions (Emmy Noether Junior Research Group)"
"ou_1565172","Ullrich, Axel / Molecular Biology"
"ou_1863422","Ulrich Burkhardt"
"ou_1863423","Ulrich Schwarz"
"ou_907564","Ultra-cold Ensembles (M. Weidemüller)"
"ou_1938295","Ultrafast Electron Dynamics"
"ou_2074323","Ultrafast Electronics"
"ou_1938289","Ultrafast Molecular Dynamics"
"ou_1445577","Ultrafast Quantum Optics"
"ou_55219","Unification"
"ou_2481712","University Bremen - MPI Joint Research Group for Marine Glycobiology"
"ou_2237638","Ursula Neu"
"ou_55234","Utterance Encoding"
"ou_1856311","VINETA"
"ou_2205647","VINETA Team"
"ou_421906","VW Research Group Dr. C. Kost, Experimental Ecology and Evolution"
"ou_1942297","Valenzano – Evolutionary and Experimental Biology of Ageing"
"ou_2385693","Valerio Molinari"
"ou_1497746","Valery Grinevich Group"
"ou_1664152","Vector Biology"
"ou_2559697","Verhaltensphysiologie"
"ou_2541695","Viola-Kusminskiy Research Group"
"ou_2149653","Visual Perception"
"ou_3056426","Visualisation of Immune Signalling"
"ou_2149686","Vogelwarte Radolfzell"
"ou_3025555","Volker Strauß"
"ou_2364719","Vollmer Research Group"
