"Source","Target"
"ou_1856304","ou_1856284"
"ou_1856342","ou_1856284"
"ou_1856305","ou_1856284"
"ou_1856303","ou_1856284"
"ou_1856333","ou_1856284"
"ou_1856302","ou_1856284"
"ou_1863441","ou_1863425"
"ou_3001854","ou_913550"
"ou_2541701","ou_2074309"
"ou_1565174","ou_1565141"
"ou_3008691","ou_2575692"
"ou_907556","ou_904553"
"ou_1497747","ou_1125545"
"ou_2364710","ou_2364698"
"ou_1942298","ou_1942288"
"ou_1214558","ou_1110546"
"ou_2173671","ou_2173648"
"ou_1214559","ou_1110546"
"ou_1664153","ou_1664137"
"ou_1753295","ou_1753286"
"ou_2149649","ou_2149646"
"ou_907559","ou_904554"
"ou_1863296","ou_1863285"
"ou_1565175","ou_1565141"
"ou_976549","ou_976545"
"ou_1497748","ou_1125545"
"ou_2231638","ou_1863285"
"ou_159891","ou_159890"
"ou_1863297","ou_1863285"
"ou_1863424","ou_1863405"
"ou_1565176","ou_1565141"
"ou_1863461","ou_1863445"
"ou_1497749","ou_1125545"
"ou_1863499","ou_1863286"
"ou_1863474","ou_1863404"
"ou_1497729","ou_1125545"
"ou_2591691","ou_2074309"
"ou_2364720","ou_2364713"
"ou_1565173","ou_1565141"
"ou_2054289","ou_1110546"
"ou_1607141","ou_1607139"
"ou_1607142","ou_1607139"
"ou_1607143","ou_1607139"
"ou_1607144","ou_1607139"
"ou_1607145","ou_1607139"
"ou_1607146","ou_1607139"
"ou_1607147","ou_1607139"
"ou_1607148","ou_1607139"
"ou_1607149","ou_1607139"
"ou_1607150","ou_1607139"
"ou_1607151","ou_1607139"
"ou_1607152","ou_1607139"
"ou_1607153","ou_1607139"
"ou_1607154","ou_1607139"
"ou_1607155","ou_1607139"
"ou_1607156","ou_1607139"
"ou_1607157","ou_1607139"
"ou_1607158","ou_1607139"
"ou_1607159","ou_1607139"
"ou_1607160","ou_1607139"
"ou_1607161","ou_1607139"
"ou_1607162","ou_1607139"
"ou_1607163","ou_1607139"
"ou_1607164","ou_1607139"
"ou_1607165","ou_1607139"
"ou_1607166","ou_1607139"
"ou_1607167","ou_1607139"
"ou_1863338","ou_1863337"
"ou_2205648","ou_2149684"
"ou_2149688","ou_2149687"
"ou_2149689","ou_2149687"
"ou_2149685","ou_2149684"
"ou_907560","ou_904555"
"ou_1863382","ou_1863381"
"ou_1863339","ou_1863337"
"ou_1863349","ou_1863348"
"ou_2074332","ou_1497672"
"ou_1863399","ou_1863398"
"ou_907569","ou_904557"
"ou_1497784","ou_1497755"
"ou_1863426","ou_1863425"
"ou_907551","ou_904553"
"ou_2421702","ou_1863288"
"ou_1863446","ou_1863445"
"ou_1863443","ou_1863442"
"ou_1753322","ou_1753299"
"ou_1863340","ou_1863337"
"ou_2117289","ou_1863381"
"ou_2489692","ou_1863285"
"ou_1753337","ou_1753297"
"ou_2205638","ou_1863289"
"ou_1863323","ou_1863289"
"ou_1863406","ou_1863405"
"ou_1863463","ou_1863462"
"ou_1863324","ou_1863289"
"ou_1479665","ou_1479647"
"ou_1445575","ou_1445568"
"ou_2129636","ou_2129635"
"ou_1753338","ou_1753297"
"ou_1497783","ou_1497755"
"ou_907570","ou_904557"
"ou_1863384","ou_1863381"
"ou_907561","ou_904555"
"ou_1863350","ou_1863348"
"ou_1863351","ou_1863348"
"ou_1445572","ou_1445564"
"ou_1445573","ou_1445564"
"ou_1445574","ou_1445564"
"ou_2522692","ou_1863286"
"ou_1863298","ou_1863286"
"ou_2149676","ou_1863288"
"ou_2364714","ou_2364713"
"ou_159883","ou_159882"
"ou_1753343","ou_1753297"
"ou_1863427","ou_1863425"
"ou_1942305","ou_1942291"
"ou_1942302","ou_1942291"
"ou_1479648","ou_1433550"
"ou_2385701","ou_1433547"
"ou_1753303","ou_1753302"
"ou_1753315","ou_1753301"
"ou_1863385","ou_1863381"
"ou_1942294","ou_1942287"
"ou_1753307","ou_1753302"
"ou_2435693","ou_1753302"
"ou_1938307","ou_1688139"
"ou_1863408","ou_1863405"
"ou_2149635","ou_1497674"
"ou_913567","ou_913551"
"ou_1753314","ou_1753301"
"ou_3055242","ou_904553"
"ou_1863464","ou_1863462"
"ou_1479649","ou_1433550"
"ou_1753344","ou_1753297"
"ou_907571","ou_904557"
"ou_907552","ou_904553"
"ou_2117284","ou_1433554"
"ou_3014190","ou_2379694"
"ou_2129637","ou_2129635"
"ou_1753339","ou_1753297"
"ou_1863428","ou_1863425"
"ou_2364715","ou_2364713"
"ou_2149636","ou_1497674"
"ou_1863352","ou_1863348"
"ou_1863353","ou_1863348"
"ou_1863325","ou_1863289"
"ou_2364716","ou_2364713"
"ou_1863465","ou_1863462"
"ou_3164413","ou_2364713"
"ou_3149476","ou_1433547"
"ou_1479642","ou_1433549"
"ou_2385702","ou_1433557"
"ou_1863447","ou_1863445"
"ou_1863429","ou_1863425"
"ou_2288694","ou_1863288"
"ou_1863466","ou_1863462"
"ou_913568","ou_913550"
"ou_913569","ou_913550"
"ou_913566","ou_913551"
"ou_1479643","ou_1433549"
"ou_2385696","ou_2385695"
"ou_3055164","ou_913550"
"ou_1863386","ou_1863381"
"ou_1942303","ou_1942291"
"ou_1479658","ou_1433554"
"ou_2129638","ou_2129635"
"ou_3012829","ou_1938285"
"ou_1479667","ou_1479647"
"ou_2074315","ou_1863348"
"ou_1863314","ou_1863288"
"ou_1753324","ou_1753299"
"ou_1863430","ou_1863425"
"ou_907553","ou_904553"
"ou_1863448","ou_1863445"
"ou_1933288","ou_1863288"
"ou_1863315","ou_1863288"
"ou_1479671","ou_913552"
"ou_976547","ou_976545"
"ou_3148705","ou_976545"
"ou_976548","ou_976545"
"ou_3148706","ou_976545"
"ou_1863368","ou_1863367"
"ou_2173665","ou_2173664"
"ou_1863449","ou_1863445"
"ou_1942300","ou_1942289"
"ou_913570","ou_913550"
"ou_913564","ou_913551"
"ou_913553","ou_913552"
"ou_1863309","ou_1863287"
"ou_3055403","ou_913550"
"ou_2149647","ou_2149646"
"ou_2385698","ou_2379695"
"ou_1863354","ou_1863348"
"ou_1863355","ou_1863348"
"ou_2173666","ou_2173664"
"ou_907554","ou_904553"
"ou_2149690","ou_2149687"
"ou_3164407","ou_3164405"
"ou_913571","ou_913550"
"ou_913563","ou_913551"
"ou_1832286","ou_913551"
"ou_1497790","ou_1497761"
"ou_1863362","ou_1863361"
"ou_2364724","ou_2364723"
"ou_2497691","ou_904553"
"ou_3039333","ou_1479647"
"ou_2559698","ou_2149684"
"ou_3013034","ou_2149687"
"ou_2149691","ou_2149687"
"ou_2149692","ou_2149687"
"ou_2149693","ou_2149687"
"ou_2149694","ou_2149687"
"ou_2344696","ou_2149687"
"ou_2253642","ou_2149686"
"ou_2253643","ou_2149686"
"ou_2149695","ou_2149687"
"ou_2149696","ou_2149687"
"ou_2149697","ou_2149687"
"ou_3025786","ou_2149687"
"ou_907557","ou_904554"
"ou_1863467","ou_1863462"
"ou_159892","ou_159890"
"ou_2117287","ou_1433554"
"ou_2173668","ou_2173664"
"ou_2541694","ou_2364713"
"ou_2149662","ou_2149661"
"ou_1863310","ou_1863287"
"ou_1863500","ou_1863288"
"ou_1863431","ou_1863425"
"ou_3001850","ou_913550"
"ou_913562","ou_913551"
"ou_1942295","ou_1942288"
"ou_3172946","ou_2149687"
"ou_1863432","ou_1863425"
"ou_1863433","ou_1863425"
"ou_159893","ou_159890"
"ou_913572","ou_913550"
"ou_1863502","ou_1863289"
"ou_1863450","ou_1863445"
"ou_1863316","ou_1863288"
"ou_1863396","ou_1863395"
"ou_3010672","ou_1863381"
"ou_2253637","ou_1863398"
"ou_1863356","ou_1863348"
"ou_2591694","ou_904553"
"ou_3014183","ou_1433557"
"ou_2379697","ou_2149687"
"ou_2149698","ou_2149687"
"ou_159884","ou_159882"
"ou_3157214","ou_1863398"
"ou_2149699","ou_2149687"
"ou_3172953","ou_2149687"
"ou_3172954","ou_2149687"
"ou_2149670","ou_2149669"
"ou_2149666","ou_2149665"
"ou_1863369","ou_1863367"
"ou_3069168","ou_1863381"
"ou_1863357","ou_1863348"
"ou_1863387","ou_1863381"
"ou_2253636","ou_1863381"
"ou_2364700","ou_3164407"
"ou_1863400","ou_1863398"
"ou_1863388","ou_1863381"
"ou_1863317","ou_1863288"
"ou_1863318","ou_1863288"
"ou_2149655","ou_2149654"
"ou_1863468","ou_1863462"
"ou_1863319","ou_1863288"
"ou_2301698","ou_2301697"
"ou_1863320","ou_1863288"
"ou_2149663","ou_2149661"
"ou_2149657","ou_2149655"
"ou_2149658","ou_2149655"
"ou_2149659","ou_2149655"
"ou_1863451","ou_1863445"
"ou_1445576","ou_1445568"
"ou_1497791","ou_1497761"
"ou_913561","ou_913551"
"ou_1479664","ou_1479647"
"ou_2173672","ou_2173671"
"ou_976546","ou_976545"
"ou_1863452","ou_1863445"
"ou_1863389","ou_1863381"
"ou_634573","ou_634572"
"ou_634574","ou_634572"
"ou_2074322","ou_2074321"
"ou_1863469","ou_1863462"
"ou_1863326","ou_1863289"
"ou_1863470","ou_1863462"
"ou_3070372","ou_1863289"
"ou_1863453","ou_1863445"
"ou_1863454","ou_1863445"
"ou_1479669","ou_1479647"
"ou_2324693","ou_1863381"
"ou_1942299","ou_1942289"
"ou_1863455","ou_1863445"
"ou_913554","ou_913552"
"ou_913573","ou_913550"
"ou_1863383","ou_1863381"
"ou_1863390","ou_1863381"
"ou_1863471","ou_1863462"
"ou_1863472","ou_1863462"
"ou_2364725","ou_2364723"
"ou_1479668","ou_1479647"
"ou_1863391","ou_1863381"
"ou_913574","ou_913550"
"ou_2301693","ou_913550"
"ou_159886","ou_159882"
"ou_2173667","ou_2173664"
"ou_2149667","ou_2149665"
"ou_1863401","ou_1863398"
"ou_1863402","ou_1863398"
"ou_2149660","ou_2149655"
"ou_1863456","ou_1863445"
"ou_913555","ou_913552"
"ou_913575","ou_913550"
"ou_3055163","ou_913552"
"ou_913556","ou_913552"
"ou_913557","ou_913552"
"ou_913558","ou_913552"
"ou_1863476","ou_1863462"
"ou_2173657","ou_2173656"
"ou_2364726","ou_2364723"
"ou_2364717","ou_2364713"
"ou_1863457","ou_1863445"
"ou_1863397","ou_1863395"
"ou_1445579","ou_1445570"
"ou_3001851","ou_913550"
"ou_2149671","ou_2149669"
"ou_2173673","ou_2173671"
"ou_2364709","ou_3164407"
"ou_2149672","ou_2149669"
"ou_907558","ou_904554"
"ou_1863327","ou_1863289"
"ou_2288692","ou_1863289"
"ou_1863328","ou_1863289"
"ou_2205637","ou_1863289"
"ou_1863475","ou_1863474"
"ou_1863329","ou_1863289"
"ou_3001852","ou_913550"
"ou_913560","ou_913551"
"ou_913559","ou_913551"
"ou_3012828","ou_2074320"
"ou_2364699","ou_3164407"
"ou_2149656","ou_2149655"
